사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2020-08,수인선,353,송도,1,0,"1,456",214,"2,918",851,"7,210","1,632","7,549","2,424","3,339","1,854","2,477","1,997","2,920","2,419","3,181","2,348","3,142","2,419","2,832","2,548","2,802","3,076","3,003","3,575","3,008","4,672","3,095","6,604","2,036","4,852","1,539","2,860","1,142","2,648",765,"2,251",397,"1,864",38,392,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,수인선,354,인하대,8,1,"2,177",343,"6,995","2,233","16,604","3,254","12,978","8,026","5,864","4,569","4,811","3,448","5,268","3,649","5,615","4,813","5,385","4,736","5,209","4,838","5,487","5,673","7,462","6,744","7,661","10,312","7,738","16,091","4,595","8,934","3,657","6,166","3,419","5,934","2,838","5,534","1,822","2,801",64,857,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,수인선,355,숭의,5,0,"2,518",671,"4,160","1,932","8,819","6,919","7,660","9,028","4,732","3,801","3,746","2,986","4,045","2,828","4,214","3,449","4,086","3,621","3,996","3,304","4,250","3,636","4,929","4,270","7,593","5,677","7,913","7,760","3,309","5,056","2,065","3,451","1,719","3,529","1,275","2,915",814,"1,470",10,581,1,0,0,0,0,0,2020-09-03 12:26:43
2020-08,수인선,356,신포,4,0,940,91,929,883,"2,051","2,374","1,990","6,520","1,336","2,290","1,187","1,817","1,454","2,037","1,857","2,321","2,139","2,225","2,096","2,071","2,474","1,972","2,788","2,293","3,416","2,688","5,472","3,190","2,164","1,961","1,881","1,129","1,515",962,974,920,487,445,5,213,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,수인선,357,인천,59,1,497,72,738,949,"1,682","1,996","1,388","3,222","1,022","1,240","1,125","1,653","1,162","2,114","1,383","2,724","1,547","2,686","1,534","2,780","1,749","3,323","2,481","2,905","2,590","2,663","1,742","3,140","1,035","2,362",879,"1,560",766,"1,456",426,"1,214",124,635,3,284,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,경강선,238,판교,6,1,639,24,"1,447","5,265","3,316","9,360","2,408","22,011","1,538","16,057","1,443","7,157","2,157","5,197","2,301","3,633","2,648","3,485","3,404","3,141","5,426","2,960","5,723","3,089","10,607","4,296","18,453","3,792","12,945","2,860","11,184","1,403","7,709","1,180","3,679",698,"1,147",458,5,157,0,1,0,0,0,0,2020-09-03 12:26:43
2020-08,경강선,239,이매,13,0,471,30,"1,193",607,"3,108","1,538","2,549","2,132","1,296","1,262",966,659,"1,124","1,000","1,115",960,"1,155",977,"1,076",885,"1,124",892,"1,220","1,129","1,809","1,643","1,831","2,102","1,090","1,935",878,"1,012",900,752,805,688,275,325,13,92,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,경강선,240,삼동,0,0,835,109,"2,892",711,"9,181","1,938","11,147","1,949","5,075",982,"2,863",806,"2,092","1,058","2,230","1,274","2,075","1,303","1,668","1,819","1,603","1,931","1,760","2,858","2,570","4,266","2,513","7,032","1,181","7,028",814,"4,107",568,"3,751",341,"2,687",82,"1,140",0,21,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,경강선,241,경기광주,1,0,"1,871",291,"10,203","1,880","27,931","4,116","28,011","6,407","14,283","3,459","9,268","2,935","8,142","3,715","7,867","4,358","7,207","5,329","6,334","5,770","6,083","6,948","6,873","8,623","7,489","13,093","6,940","24,400","3,960","23,036","2,984","13,570","2,260","11,168","1,270","7,029",416,"5,070",0,62,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,경강선,242,초월,1,0,"1,036",78,"4,058",806,"9,449","2,928","10,358","4,070","5,669","1,491","3,409","1,332","3,369","1,546","3,046","1,647","2,912","2,118","2,648","2,201","2,388","2,749","3,114","3,387","4,003","4,200","4,451","8,568","1,877","7,201","1,296","6,716","1,038","4,066",449,"4,094",179,"3,012",0,0,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,경강선,243,곤지암,1,0,639,109,"1,758","1,286","5,409","3,941","4,675","3,602","3,068","1,795","2,286","1,493","2,481","1,462","2,133","1,941","2,204","2,023","2,266","1,861","2,409","2,312","2,620","2,651","4,440","3,399","4,733","4,412","2,092","4,923","1,370","2,763",767,"3,002",364,"2,124",124,"1,396",0,1,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,경강선,244,신둔도예촌,0,0,495,102,"1,711",518,"4,238","1,961","3,320","3,228","1,978","1,291","1,834",845,"1,605","1,061","1,651","1,301","1,460","1,133","1,232","1,216","1,321","1,369","1,818","1,771","3,127","2,230","2,618","2,995","1,266","3,608",939,"2,548",874,"2,454",345,"1,731",107,"1,334",0,0,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,경강선,245,이천,5,0,561,28,"1,665",909,"4,690","3,487","4,390","4,568","3,016","3,319","2,859","1,964","3,014","2,636","2,824","2,803","2,967","2,820","2,571","2,714","2,850","3,013","3,489","3,190","3,671","3,834","5,042","5,347","2,816","4,512","2,318","3,649","1,955","2,189",892,"2,753",334,"1,192",1,254,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,경강선,246,부발,1,0,574,22,"1,399","1,085","3,043","2,206","3,007","4,040","2,108","1,106","1,816","1,216","1,956","1,216","2,257","1,414","1,814","1,474","1,903","1,290","2,282","1,562","2,615","1,906","3,651","2,583","4,183","2,824","1,896","3,560","1,647","2,189","1,047","2,559",612,"1,894",244,"1,787",4,844,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,경강선,247,세종대왕릉,1,0,160,4,368,77,587,340,526,408,364,261,434,256,324,338,346,358,398,230,375,373,350,337,387,416,448,469,604,433,232,561,115,364,83,356,25,157,11,235,0,71,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,경강선,248,여주,4,1,794,3,"2,094",385,"3,601","1,694","3,166","2,001","2,241","2,068","2,568","1,654","2,518","2,086","2,482","2,501","2,579","2,357","2,840","2,443","2,930","2,371","3,019","2,864","2,934","3,273","2,290","3,363","2,020","4,533","1,431","2,882","1,074","1,716",472,"1,688",115,"1,731",1,618,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,5호선,385,방화,2,0,"4,309",7,"9,406","3,263","23,616","4,381","20,945","11,678","11,569","6,374","8,453","4,860","8,279","4,897","9,018","6,269","8,579","6,528","7,879","6,913","7,631","8,117","8,640","8,771","8,984","10,764","9,777","17,181","4,860","18,303","3,415","10,762","2,935","9,252","2,117","8,663",661,"5,622",4,"1,009",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,5호선,386,개화산,2,2,"3,143",88,"5,924","4,230","17,089","4,502","15,521","9,978","8,348","4,760","5,928","3,875","5,713","4,048","6,119","4,662","6,063","4,720","5,354","5,031","5,462","5,875","6,387","6,612","8,421","7,386","9,477","12,586","4,622","12,643","2,958","7,560","2,476","6,489","2,125","6,461",504,"3,692",2,757,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,5호선,387,김포공항,2,0,312,"1,436","1,506","7,444","4,472","12,790","5,880","14,741","6,663","10,884","6,682","11,157","9,747","12,388","8,531","13,517","10,467","14,403","12,147","13,774","14,203","12,709","13,745","13,354","16,879","14,310","22,008","13,649","15,888","8,367","12,957","3,806","12,396","1,936","10,858","1,268","1,919",810,18,100,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,5호선,388,송정,43,0,"3,368","1,151","7,064","3,769","18,131","6,487","18,267","11,029","12,256","6,810","9,195","5,913","8,490","6,252","8,340","7,004","8,537","6,799","7,837","7,506","7,878","8,692","8,919","9,087","11,023","11,491","12,423","16,649","6,899","14,295","4,785","9,168","4,511","7,604","3,529","7,236","1,541","4,716",10,507,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,5호선,389,마곡,1,0,"1,696","1,294","5,485","4,361","18,477","9,345","17,791","30,414","9,687","19,252","7,710","9,084","7,882","6,939","7,366","7,530","8,285","8,474","8,756","8,044","10,309","8,107","12,616","8,631","18,522","9,737","26,131","16,189","11,416","14,331","7,170","7,278","5,795","5,721","3,872","6,044","1,650","3,585",5,381,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,5호선,390,발산,1,0,"3,040","2,118","8,055","13,545","21,979","26,449","22,810","78,046","14,294","44,245","13,715","21,380","15,758","19,287","18,092","19,933","18,939","21,228","20,756","19,353","24,775","18,729","30,227","20,131","46,372","24,594","63,314","36,277","30,712","29,487","21,908","15,439","22,515","12,025","18,507","9,682","6,456","5,988",18,"1,061",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,5호선,391,우장산,1,0,"5,091",716,"17,571","3,861","46,683","10,885","46,321","17,203","24,132","12,058","17,534","11,108","17,778","11,384","19,201","12,706","17,812","14,942","15,433","15,520","18,167","17,050","16,930","20,220","17,815","24,416","16,603","46,105","10,205","37,323","7,590","21,066","6,629","17,573","5,097","17,430","1,565","10,613",4,825,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,5호선,392,화곡,60,0,"18,299","1,326","35,171","8,757","99,829","12,016","121,022","23,936","58,620","22,454","35,895","16,431","32,178","17,083","32,585","19,603","31,040","21,894","26,676","23,898","25,849","29,586","27,514","37,488","31,052","53,054","32,426","98,806","19,983","81,829","14,744","48,589","12,424","39,476","9,801","37,493","3,395","23,038",3,"1,231",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,5호선,393,까치산,65,1,"21,478","1,198","37,350","7,848","107,555","9,786","131,571","20,197","65,436","17,364","37,974","16,369","33,292","18,340","34,116","21,423","32,095","23,547","28,184","27,349","26,294","34,885","26,506","42,487","27,702","56,289","27,878","104,806","19,020","89,147","14,954","55,835","11,930","47,314","9,862","41,916","3,980","25,919",16,"1,447",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,5호선,394,신정(은행정),45,1,"9,924",745,"20,022","3,828","57,129","6,212","68,089","11,540","31,553","7,424","16,347","6,578","13,928","6,883","14,155","8,020","13,342","8,887","11,103","10,254","10,314","13,180","11,038","15,636","12,964","21,810","13,741","39,592","7,839","32,226","5,501","18,699","4,099","17,893","3,833","16,335","1,176","10,504",2,182,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,5호선,395,목동,1,0,"7,044","1,067","17,781","5,530","51,959","12,284","60,124","25,321","28,970","20,127","19,153","14,014","17,867","12,816","18,758","14,846","18,440","17,709","17,430","17,743","17,753","20,481","18,653","24,658","23,080","36,134","26,269","69,456","14,713","51,226","11,547","28,498","11,053","22,999","12,858","21,131","3,578","12,813",0,253,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,5호선,396,오목교(목동운동장앞),15,0,"3,847","1,528","12,406","7,696","39,716","24,539","46,141","65,147","24,105","51,809","18,025","27,987","19,507","25,660","22,561","27,492","23,569","29,267","24,413","27,538","27,023","27,863","32,334","30,693","41,775","41,786","62,132","67,647","34,878","45,839","35,582","22,254","25,866","17,946","24,602","16,756","6,561","10,275",3,154,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,5호선,397,양평,0,0,"1,696",790,"5,317","3,475","18,833","7,979","20,623","33,646","9,246","13,143","5,700","5,615","5,760","4,682","5,988","4,888","5,907","5,295","5,914","4,958","6,299","5,776","7,403","6,334","12,281","9,114","28,310","18,535","8,996","13,570","5,178","6,917","4,021","6,299","3,079","5,945","1,190","3,740",0,78,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,5호선,398,영등포구청,3,0,917,440,"1,778","1,667","6,040","4,583","9,326","18,339","4,301","8,588","3,129","4,013","3,192","3,382","3,291","3,025","3,608","3,449","3,654","3,366","4,232","3,491","4,717","3,722","7,107","5,010","16,388","9,023","6,416","5,589","3,548","3,237","3,124","2,804","2,242","2,227",897,"1,550",2,14,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,5호선,399,영등포시장,8,1,"2,367",888,"4,712","5,411","15,096","11,267","21,325","30,521","10,329","18,334","7,356","10,807","8,352","10,457","9,071","10,537","10,011","12,541","9,863","10,955","11,789","10,335","13,978","9,874","18,802","12,656","29,158","21,224","13,265","13,476","8,789","8,032","7,284","6,885","5,629","6,159","1,886","4,091",0,57,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,5호선,400,신길,55,1,"1,530",430,"2,920","2,085","9,848","4,307","14,948","12,626","5,946","6,631","3,080","2,141","2,711","2,354","3,164","2,591","3,294","3,104","2,608","2,835","2,945","3,368","3,781","3,732","5,371","6,890","11,109","12,999","4,526","7,953","2,493","5,308","2,599","5,153","1,809","4,468",828,"2,912",0,92,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,5호선,401,여의도,4,0,"1,744","2,057","3,463","21,947","7,931","116,067","11,307","178,815","9,338","60,505","9,411","20,956","13,498","18,955","13,352","19,294","15,898","19,965","19,084","16,250","24,008","13,986","33,225","14,196","99,528","17,872","144,802","23,691","49,632","13,187","32,615","6,963","30,160","5,836","19,165","4,645","5,191","2,986",5,"2,388",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,5호선,402,여의나루,8,0,"1,005","1,098","2,133","6,822","4,178","24,743","6,258","49,887","3,931","12,791","3,456","5,352","4,245","4,633","4,884","4,692","5,003","5,547","5,633","5,365","8,063","5,203","11,017","6,238","24,758","7,572","38,756","9,711","14,620","7,473","9,934","5,273","9,225","3,599","8,185","2,566","2,751","1,468",9,347,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,5호선,403,마포,23,0,"2,165","1,332","6,681","7,736","20,920","21,230","28,087","61,786","14,670","31,757","10,641","14,397","11,247","12,827","12,605","11,674","14,097","12,826","13,236","11,396","14,538","12,093","17,367","13,879","28,766","19,807","53,209","34,148","20,268","21,733","14,764","11,507","15,513","8,997","11,325","8,395","3,834","5,007",12,793,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,5호선,404,공덕,12,0,"1,799",905,"4,579","5,712","16,323","26,068","22,403","68,914","11,473","35,666","8,668","13,405","10,374","11,502","12,027","11,049","12,776","11,791","12,629","11,435","13,671","11,441","16,890","12,493","30,707","19,181","58,561","34,096","22,975","19,445","15,551","9,597","15,414","8,144","11,270","7,149","4,692","4,777",19,428,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,5호선,405,애오개,5,0,"1,969",505,"4,611","3,167","14,844","7,878","20,679","26,010","10,167","11,450","6,870","5,906","6,927","5,131","6,792","5,542","7,027","6,338","7,242","6,376","8,108","7,024","7,845","7,037","11,178","10,026","21,477","18,091","7,309","11,794","4,889","7,129","4,046","6,278","2,990","5,577","1,025","3,579",7,"1,835",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,5호선,406,충정로(경기대입구),12,0,966,269,"1,990","1,472","5,281","7,336","7,195","28,633","4,167","14,461","3,190","3,685","3,625","3,082","3,757","3,175","4,117","3,435","4,273","3,306","4,638","3,277","5,107","3,418","10,463","4,539","25,799","7,251","7,297","5,022","4,225","3,358","3,535","3,143","2,284","2,752",899,"2,001",2,181,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,5호선,407,서대문,8,0,"2,606","1,041","5,108","11,880","14,327","46,577","18,330","121,995","13,589","35,025","12,063","15,585","13,899","12,824","14,552","12,634","13,926","16,239","16,762","12,852","19,941","11,236","23,990","10,681","42,432","14,331","92,769","19,762","26,540","12,344","17,363","8,268","14,290","7,047","9,688","6,123","3,178","3,938",6,470,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,5호선,408,광화문(세종문화회관),13,0,875,606,"2,786","20,721","7,668","72,107","11,725","224,615","10,406","90,598","10,645","35,227","15,706","36,823","19,792","35,213","26,261","39,174","32,552","30,674","38,343","23,691","48,336","21,939","90,358","24,934","177,778","32,067","65,699","15,853","42,365","6,867","41,860","4,722","30,780","3,609","10,447","2,561",7,317,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,5호선,409,종로3가,19,0,"1,095",450,"1,666","4,737","2,781","12,170","3,587","34,516","3,784","30,438","5,204","21,865","8,655","22,843","12,519","22,841","14,890","23,307","16,629","20,011","19,405","18,144","24,094","16,890","32,336","16,962","46,765","19,648","27,665","11,303","21,205","5,252","22,651","3,601","18,950","2,896","6,953","2,021",8,308,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,5호선,410,을지로4가,3,1,269,313,660,"4,775",993,"13,574","1,455","36,075","1,876","16,877","2,636","9,386","3,953","7,719","4,667","6,881","5,302","6,247","6,602","5,787","7,425","4,975","9,232","4,187","18,149","3,631","28,821","3,293","14,161","1,922","7,389",996,"5,389",829,"3,542",544,"1,380",372,0,37,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,5호선,411,동대문역사문화공원(DDP),3,0,143,253,504,"2,473",657,"8,267","1,264","25,451","1,071","8,809","1,110","3,163","1,405","2,269","1,613","2,213","1,623","2,378","2,083","2,430","2,555","1,933","3,402","1,821","8,867","2,014","17,468","1,932","7,277","1,180","3,432",736,"2,543",717,"2,064",564,637,484,1,55,0,0,0,1,0,0,2020-09-03 12:26:43
2020-08,5호선,412,청구,2,0,"1,162",271,"2,580","1,619","5,647","3,410","8,887","12,461","5,414","6,468","3,905","3,505","3,981","3,112","4,283","3,336","4,500","3,463","4,382","3,475","4,386","3,862","5,297","4,348","6,936","5,845","11,560","8,781","6,913","6,342","4,251","3,948","3,534","3,404","2,467","3,644",956,"2,447",0,143,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,5호선,413,신금호,16,1,"2,452",327,"5,833","2,352","17,840","5,721","23,270","9,735","12,066","5,955","7,604","4,556","6,382","4,872","6,838","5,461","6,987","5,791","6,182","5,884","6,312","7,334","7,427","8,372","7,480","12,235","8,508","20,883","5,728","14,910","4,063","8,966","3,052","7,562","2,227","7,066",905,"4,722",3,336,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,5호선,414,행당,7,0,"3,457",648,"9,669","2,525","26,016","4,328","35,613","8,067","17,116","5,854","10,657","4,590","9,108","5,157","9,581","6,202","8,944","6,742","7,794","7,217","7,799","8,497","7,654","10,185","8,472","14,918","8,843","27,269","5,563","18,920","4,179","10,678","3,535","9,634","3,002","9,176",898,"5,108",10,338,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,5호선,415,왕십리(성동구청),27,0,"1,660",325,"2,076","2,078","5,032","4,572","7,637","16,712","4,443","7,442","3,665","5,332","4,124","5,510","4,703","5,941","5,056","6,502","5,350","6,573","5,875","6,538","6,877","7,036","9,136","8,909","13,176","13,435","7,518","8,657","6,134","4,431","6,486","3,989","5,660","3,556","2,573","2,583",18,"1,181",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,5호선,416,마장,0,0,"2,097",619,"5,029","3,070","13,093","5,933","17,701","12,383","9,583","7,000","6,632","5,290","6,266","5,096","6,414","5,344","6,354","5,281","6,023","5,199","6,759","5,930","7,128","6,674","9,051","8,827","10,564","14,321","6,392","10,437","4,170","6,527","3,306","5,538","2,952","5,310","1,074","3,102",10,389,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,5호선,417,답십리,11,0,"7,961","1,097","15,995","6,853","47,704","12,476","64,032","29,974","29,041","15,003","16,721","10,887","14,990","10,857","16,176","12,138","16,092","13,308","14,521","13,683","14,843","15,619","16,853","17,950","21,603","26,468","29,545","49,168","15,818","35,662","10,114","19,838","8,281","17,960","6,093","15,977","2,217","10,176",35,"1,382",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,5호선,418,장한평,14,1,"5,984",929,"15,107","10,796","42,986","19,919","57,361","56,896","28,943","26,481","17,356","14,854","15,235","13,365","17,108","13,940","16,852","14,839","16,596","14,695","18,032","16,490","22,060","20,169","29,747","27,545","48,165","51,137","23,407","38,026","13,072","22,092","11,053","17,703","8,674","16,417","3,178","8,849",30,"1,407",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,5호선,419,군자(능동),31,2,"6,609",756,"9,865","5,243","28,287","6,779","40,714","18,959","18,295","12,615","10,658","8,362","10,139","8,606","11,079","9,554","10,654","11,215","10,143","11,464","10,332","13,428","11,727","15,547","15,000","23,103","19,217","41,381","12,647","30,774","9,443","17,227","8,952","14,666","8,011","13,810","3,342","9,540",14,"4,739",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,5호선,420,아차산(어린이대공원후문),1,0,"7,549","1,437","14,302","5,016","36,524","8,591","50,890","18,357","26,235","15,171","16,358","12,919","15,130","12,384","17,367","14,255","16,785","14,451","16,245","14,301","15,833","17,539","17,107","19,964","19,530","27,129","21,011","44,943","13,389","34,713","9,625","20,275","8,859","17,235","6,597","15,355","2,272","9,788",0,569,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,5호선,421,광나루(장신대),1,0,"4,480","1,738","13,814","7,705","32,308","12,587","37,654","23,394","21,480","14,190","14,298","11,217","13,391","9,975","14,523","11,087","14,348","11,268","13,518","11,623","14,308","12,179","16,795","14,955","18,774","19,392","25,522","31,846","12,675","23,796","8,476","15,315","7,813","12,589","6,620","11,572","1,911","7,807",0,289,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,5호선,422,천호(풍납토성),17,0,"6,528","1,238","9,792","11,165","23,212","17,110","27,441","32,440","17,816","32,436","16,556","23,042","19,855","23,025","22,468","23,779","23,071","25,179","24,551","24,920","27,858","26,095","31,611","28,730","36,678","35,045","44,365","49,382","32,415","36,756","31,213","20,468","23,154","17,286","18,109","14,674","7,489","9,203",7,851,0,0,0,0,0,0,2020-09-03 12:26:43
