사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2020-08,6호선,471,돌곶이,29,1,"5,315",600,"10,747","3,243","27,510","4,736","31,773","12,370","15,741","7,992","10,441","6,817","9,494","6,017","9,585","6,954","9,858","7,139","9,734","7,342","8,600","9,059","8,905","10,701","9,697","14,776","10,810","24,163","7,338","21,121","4,418","12,829","4,020","9,782","3,388","9,956","1,161","7,003",0,144,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,6호선,472,석계,784,5,"7,346","1,692","18,068","4,543","44,421","5,993","49,002","10,881","24,992","8,163","16,581","7,703","14,120","8,876","14,281","10,098","13,873","10,763","12,453","12,296","11,762","14,758","12,359","18,975","12,828","25,694","12,823","43,402","9,485","40,485","6,740","21,759","5,910","18,413","4,874","16,714","2,614","11,995",37,935,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,6호선,473,태릉입구,20,0,"3,544",861,"5,997","2,457","15,731","2,977","17,808","7,000","8,980","5,474","6,059","4,165","5,864","4,690","6,111","5,421","6,023","5,582","5,755","5,978","5,647","6,292","6,119","8,412","6,850","10,647","7,359","18,598","5,192","17,069","3,763","8,754","3,451","8,342","2,870","6,978","1,328","6,136",3,"1,230",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,6호선,474,화랑대(서울여대입구),3,0,"5,155",917,"17,493","2,844","50,541","5,351","45,365","9,802","21,238","5,634","13,396","4,564","11,104","5,142","12,036","6,452","10,696","6,625","9,344","7,363","9,837","8,525","11,986","10,772","11,542","15,697","10,298","30,392","5,599","29,182","4,073","15,578","3,251","13,248","2,651","11,926","1,112","8,712",6,"1,008",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,6호선,475,봉화산(서울의료원),10,0,"4,537","1,041","13,364","2,601","41,584","5,173","35,080","9,824","15,768","5,675","10,862","5,096","9,557","5,013","9,663","6,206","9,142","7,417","8,215","7,562","7,807","9,185","8,367","10,872","9,616","15,259","9,237","26,526","4,708","26,336","3,767","14,910","3,033","12,110","2,426","11,360",939,"7,036",2,761,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,6호선,476,신내,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,7호선,477,장암,7,0,"1,318",177,"5,873","1,144","14,778","1,141","9,521","1,571","3,349","2,018","1,912","2,414","1,462","1,516","1,631","1,379","1,844","1,052","1,983","1,008","2,287",981,"2,667",920,"3,161","1,255","2,668","2,547","1,809","2,711","1,047","1,296",746,802,325,599,106,453,0,18,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,7호선,478,도봉산,37,0,"4,167",828,"15,030","4,776","44,941","6,716","35,331","9,570","17,321","9,385","10,042","11,118","8,704","9,216","9,688","9,309","9,056","9,235","8,431","9,542","8,128","10,612","9,303","12,496","9,531","17,142","9,072","29,651","5,212","36,132","3,509","20,691","2,449","16,838","1,753","15,185",580,"10,793",27,"2,299",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,7호선,479,수락산,9,0,"8,345",781,"18,620","5,337","43,088","7,761","41,011","14,864","22,753","14,844","15,723","14,252","14,743","13,198","15,466","13,143","16,000","11,809","15,270","12,615","14,992","14,377","15,684","17,185","16,896","21,616","17,402","35,091","11,439","38,859","7,461","23,333","6,405","17,940","4,432","16,130","1,656","10,638",9,"2,065",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,7호선,480,마들,16,0,"8,674","1,414","19,624","4,082","51,185","6,555","45,257","9,270","23,377","8,523","16,336","8,064","14,656","8,793","14,779","9,735","13,059","10,330","11,929","10,985","11,727","13,532","11,917","15,935","11,505","20,643","10,368","35,739","6,420","37,745","4,663","20,648","3,471","17,183","2,671","15,646","1,042","10,907",5,"1,362",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,7호선,481,노원,27,0,"7,347","2,090","13,261","6,560","32,536","14,846","31,852","40,993","23,691","39,816","22,505","28,532","25,484","24,738","26,210","27,144","26,938","30,126","27,847","30,216","30,417","32,219","33,187","31,569","35,283","36,097","40,730","50,371","25,918","44,369","26,027","22,011","19,387","17,265","19,452","14,007","6,445","11,260",35,"1,306",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,7호선,482,중계,18,1,"8,185","1,964","20,147","4,449","53,473","11,674","53,368","18,394","28,405","10,702","19,079","8,235","16,783","8,551","16,272","10,417","15,048","12,164","13,625","11,404","13,835","13,170","14,270","15,756","16,509","21,146","14,236","37,866","8,443","38,921","5,878","22,839","5,502","18,472","4,959","17,283","1,539","11,647",13,"1,041",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,7호선,483,하계,4,0,"7,547","1,436","21,334","6,152","59,990","12,997","60,429","21,412","31,573","15,905","22,034","12,386","21,278","12,929","21,734","15,861","20,555","17,720","18,830","17,182","20,974","19,128","21,676","22,272","23,391","28,478","20,824","47,996","12,756","49,950","9,651","26,976","9,620","22,749","8,682","20,504","2,393","14,527",3,"1,326",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,7호선,484,공릉(서울과학기술대),21,0,"5,808","1,113","12,350","3,688","31,858","8,730","36,260","19,054","19,755","11,703","13,642","9,461","13,102","9,386","14,393","11,145","13,437","12,069","13,060","12,026","14,270","13,863","15,095","15,984","16,252","21,220","19,105","33,071","11,152","32,559","8,663","18,336","7,921","15,790","6,540","13,569","3,104","11,435",1,539,0,1,0,0,0,0,2020-09-03 12:26:43
2020-08,7호선,485,태릉입구,155,0,"6,270","1,462","6,681","4,632","18,073","6,568","22,422","15,222","13,557","9,018","9,534","6,942","9,251","6,574","9,445","7,177","9,468","7,808","9,565","7,520","9,977","8,682","10,970","9,752","14,048","12,770","15,359","19,305","9,499","17,780","6,699","10,857","6,412","9,515","5,231","9,185","2,215","6,379",14,"3,066",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,7호선,486,먹골,33,0,"6,902",685,"11,622","2,817","32,450","4,519","37,973","12,541","21,673","8,577","12,981","7,320","11,665","7,583","12,300","8,361","11,705","9,307","11,051","9,961","10,541","11,969","10,145","15,189","11,727","19,873","13,648","30,870","8,865","30,695","5,990","17,027","5,246","14,819","4,001","12,993","1,844","8,637",7,879,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,7호선,487,중화,2,0,"8,191",928,"13,011","4,061","32,982","7,243","42,376","20,452","23,213","9,899","14,209","7,687","12,229","7,986","13,236","9,155","12,163","9,601","10,976","10,000","10,952","12,798","11,950","15,156","14,666","19,733","16,959","32,828","10,394","30,473","6,838","17,655","6,124","15,589","4,525","14,610","1,664","9,417",8,925,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,7호선,488,상봉(시외버스터미널),284,6,"9,688","1,627","17,292","6,186","44,552","12,400","58,782","29,300","29,874","19,265","18,163","12,667","16,435","13,334","17,874","15,392","18,289","15,907","17,063","15,784","17,381","18,041","20,663","21,061","26,224","28,372","28,224","49,526","20,028","45,077","14,490","25,422","13,957","21,875","10,759","18,264","4,915","13,085",41,"1,356",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,7호선,489,면목,43,1,"11,749","1,031","20,876","5,601","50,523","8,038","62,743","19,674","34,201","12,299","19,577","11,251","17,070","11,308","17,284","12,343","16,849","12,925","14,796","14,347","14,308","18,359","15,648","22,951","16,491","29,444","18,569","47,724","14,454","45,241","8,722","26,424","6,682","22,802","4,781","20,087","2,154","12,925",5,"1,275",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,7호선,490,사가정,6,0,"10,293","1,535","18,910","6,782","45,625","10,712","58,056","23,167","32,663","13,822","20,060","12,762","17,755","13,206","19,175","13,990","18,122","14,646","16,625","15,739","16,452","19,937","17,881","23,077","20,614","30,465","22,196","52,340","15,919","45,532","11,320","26,822","9,911","22,300","7,624","19,935","3,446","11,462",6,"1,312",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,7호선,491,용마산(용마폭포공원),6,0,"4,851",690,"9,613","2,706","20,276","3,384","25,410","7,987","13,806","4,901","8,010","4,187","6,764","3,919","6,696","4,335","5,901","5,020","5,365","5,310","5,131","6,713","6,233","7,936","6,063","10,474","6,724","18,454","4,526","16,557","2,671","9,735","2,159","9,146","1,693","8,109",809,"4,937",1,606,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,7호선,492,중곡,3,0,"5,020",567,"11,140","3,968","26,914","7,510","39,606","15,683","22,446","8,786","12,717","6,828","11,385","6,613","11,437","7,532","10,544","8,534","9,779","9,164","10,244","11,373","10,970","12,380","12,471","16,451","12,212","27,638","8,500","24,062","5,535","14,283","4,486","12,901","3,539","11,553","1,359","7,549",3,188,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,7호선,493,군자(능동),24,1,"7,891",928,"12,939","6,502","29,691","7,459","49,958","22,478","31,640","13,674","16,092","9,412","13,697","9,007","14,444","9,556","14,732","10,493","13,945","10,739","14,478","14,131","16,228","15,284","20,171","21,001","26,943","34,862","17,720","29,447","13,065","17,124","12,059","14,761","10,871","13,331","4,713","8,781",2,621,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,7호선,494,어린이대공원(세종대),21,0,"3,538","1,115","6,204","8,195","14,544","12,108","26,570","31,664","18,005","20,964","10,412","13,300","9,324","10,761","11,354","11,913","11,334","13,249","11,879","12,449","14,533","12,264","19,859","12,585","26,152","15,695","29,474","22,510","16,115","19,268","11,421","11,885","11,356","10,343","10,927","9,994","5,088","7,144",5,288,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,7호선,495,건대입구,20,0,"3,879",826,"4,308","6,372","10,880","15,753","16,734","27,112","12,781","23,687","9,992","16,151","11,026","14,907","12,281","17,417","13,202","19,429","15,421","18,047","18,899","17,310","21,893","17,558","29,966","21,713","30,550","33,817","20,879","23,257","24,086","12,579","19,023","10,448","17,292","8,858","8,444","5,246",2,"2,430",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,7호선,496,뚝섬유원지,10,2,"4,130",541,"7,910","3,553","17,474","5,158","24,844","9,463","15,941","7,196","8,225","5,268","7,004","5,687","7,189","6,340","7,626","7,308","7,004","7,646","7,360","9,651","8,102","10,757","9,851","15,122","11,702","23,980","8,033","18,527","7,223","11,611","7,400","10,774","7,062","8,942","3,109","4,964",4,259,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,7호선,497,청담,45,1,"2,418","3,538","5,964","24,588","8,730","52,896","11,674","126,332","9,909","83,705","9,456","31,132","11,151","17,779","13,577","16,483","15,859","19,831","17,704","15,781","25,055","14,094","30,665","13,800","51,849","15,464","96,001","17,070","50,624","11,622","28,206","8,152","25,995","7,386","20,144","4,516","5,251","3,419",9,"1,897",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,7호선,498,강남구청,4,0,"1,561","1,575","3,350","10,723","5,499","27,950","8,096","90,015","6,630","80,802","6,812","30,884","8,550","19,019","9,838","16,872","12,014","17,954","14,793","14,266","19,573","13,329","21,779","12,739","35,791","14,132","73,948","16,042","45,074","11,103","26,663","6,853","26,321","5,814","20,253","4,071","7,021","3,416",6,413,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,7호선,499,학동,0,0,"2,160","2,207","4,524","20,963","7,194","46,742","9,343","160,012","9,028","117,113","8,538","38,516","10,431","20,111","12,650","16,873","15,563","19,461","19,801","17,263","24,510","14,372","29,184","13,971","58,084","15,371","140,949","16,136","68,851","10,835","33,656","6,983","30,288","5,586","22,165","3,940","7,379","3,156",17,228,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,7호선,500,논현,18,0,"2,833","1,397","4,867","15,518","7,833","39,655","13,125","102,435","11,501","86,552","9,823","33,224","11,378","20,246","13,421","18,856","15,028","21,206","17,571","19,231","21,181","17,503","26,476","18,175","46,071","22,045","89,720","28,564","52,138","19,080","31,994","10,611","33,207","8,380","28,596","6,915","12,128","4,855",46,461,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,7호선,501,반포,2,0,"1,159",611,"2,882","5,843","6,795","10,854","9,815","18,390","6,870","16,031","4,596","7,610","4,984","7,608","6,352","8,144","7,112","7,730","6,908","6,635","8,534","6,242","11,595","6,166","13,349","7,503","16,367","9,740","10,615","6,994","8,220","4,140","9,015","3,379","7,638","3,188","1,983","1,984",4,151,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,7호선,502,고속터미널,17,0,"1,011","2,472","2,772","20,975","8,435","34,110","14,224","45,390","16,263","31,556","16,114","20,532","18,864","18,664","19,576","17,870","20,153","20,638","21,136","18,208","28,576","14,350","31,095","14,085","45,443","14,800","45,314","16,442","28,393","11,625","28,240","6,928","25,763","7,092","20,619","3,584","6,155","2,431",13,240,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,7호선,503,내방,4,0,"2,245","1,353","6,435","10,160","14,963","21,217","23,266","71,789","16,615","40,126","11,963","16,348","11,979","12,704","12,840","12,527","14,653","14,474","14,751","13,226","16,127","13,100","20,606","14,161","32,194","17,102","64,045","24,912","23,583","17,949","15,851","10,689","15,755","9,069","11,221","7,867","3,559","4,823",1,"2,191",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,7호선,504,이수,27,1,"4,615","1,097","7,420","8,421","22,023","12,218","35,589","37,649","23,294","25,625","15,492","15,976","15,070","14,689","16,314","15,616","17,031","17,175","17,057","17,212","19,231","18,568","21,638","21,530","25,408","28,127","39,225","45,238","22,332","32,724","19,841","17,720","20,340","15,058","18,436","12,537","9,066","8,000",13,582,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,7호선,505,남성,2,0,"5,327",756,"11,146","3,618","32,106","5,494","48,762","12,621","27,581","9,223","15,308","8,310","13,061","8,363","12,760","9,475","12,857","10,536","11,091","11,047","11,121","12,751","11,225","15,236","12,450","20,807","13,678","36,357","8,155","28,172","7,177","17,199","6,667","15,122","5,263","13,294","2,307","8,532",18,560,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,7호선,506,숭실대입구(살피재),14,0,"5,312",797,"10,000","3,215","30,715","6,349","44,888","12,485","23,830","14,851","13,903","10,002","12,488","9,529","13,423","10,605","13,463","11,611","12,124","11,622","12,003","13,847","14,107","16,124","17,288","22,033","15,287","38,882","9,945","30,724","7,746","18,233","7,980","15,810","7,044","15,319","3,297","10,519",7,981,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,7호선,507,상도,2,0,"4,111","1,411","9,194","6,283","26,234","7,378","36,496","14,878","21,808","12,633","13,219","8,919","11,740","8,309","12,067","9,373","12,243","10,366","11,458","9,839","11,897","11,268","14,654","12,966","16,044","18,620","15,813","31,394","8,985","23,996","7,101","15,183","7,032","13,156","6,308","12,512","2,836","8,365",10,648,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,7호선,508,장승배기,10,0,"6,237",843,"10,531","3,618","26,169","7,343","38,563","15,796","22,327","9,798","12,877","8,861","11,229","8,868","11,644","9,225","11,912","10,036","11,026","10,156","10,390","12,399","11,555","13,613","12,478","18,503","14,704","30,774","8,423","24,318","6,393","14,380","6,300","13,445","5,066","11,558","1,945","7,607",11,507,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,7호선,509,신대방삼거리,10,0,"9,274","1,256","15,334","6,349","43,589","11,527","67,399","27,465","36,543","17,814","20,572","12,321","17,787","11,512","18,588","12,869","17,637","14,170","16,306","15,081","16,631","17,945","18,148","20,254","20,609","27,949","26,516","52,831","14,933","42,435","11,466","25,094","9,125","22,048","7,623","19,588","3,160","13,340",9,926,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,7호선,510,보라매,32,0,"5,520","1,590","7,406","5,758","19,606","14,751","28,011","35,699","16,742","12,127","9,741","7,267","9,515","6,703","9,977","7,680","10,268","8,425","10,163","7,912","9,797","8,537","12,055","9,930","15,898","14,606","29,594","24,858","11,000","19,642","7,315","11,580","6,473","10,370","4,928","8,934","1,908","5,931",2,692,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,7호선,511,신풍,35,1,"9,142","1,621","13,535","6,333","32,149","9,752","40,700","18,225","23,525","9,995","13,654","8,537","11,591","8,348","12,134","8,952","11,950","9,922","10,793","9,807","11,302","12,067","13,419","14,174","15,795","21,524","17,615","33,177","10,010","26,243","6,824","15,511","5,771","15,177","4,333","13,452","1,759","7,794",5,"1,496",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,7호선,512,대림(구로구청),47,0,"10,600","1,107","7,678","4,076","13,327","6,394","18,497","16,646","14,293","12,264","9,790","11,864","10,191","12,358","11,290","11,606","11,521","11,384","11,818","10,704","12,610","11,931","13,491","12,934","15,090","17,748","17,089","20,292","11,350","13,535","8,320","9,572","6,883","11,918","5,039","9,445","2,756","4,605",8,235,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,7호선,513,남구로,6,0,"15,977","1,537","13,954","6,376","26,054","26,865","30,642","88,475","19,431","41,833","12,941","16,038","11,731","13,406","12,684","12,553","12,472","12,942","12,322","12,264","13,635","14,051","16,045","17,101","32,344","27,350","68,677","28,628","31,930","19,841","16,932","13,683","11,859","15,669","7,836","13,337","3,018","6,689",18,447,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,7호선,514,가산디지털단지,635,6,"6,532","5,078","7,751","19,417","18,066","100,286","19,155","332,634","14,997","187,543","13,985","51,609","17,437","31,762","21,816","28,507","25,536","28,839","29,977","26,055","37,846","24,142","51,929","22,319","146,799","23,465","277,517","27,612","121,665","20,632","62,916","11,921","53,203","9,642","27,334","8,752","9,036","5,327",89,791,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,7호선,515,철산,5,0,"10,015","3,889","24,954","9,409","72,153","13,669","76,896","28,405","38,433","21,838","23,931","17,678","22,457","16,961","23,001","19,238","22,713","21,267","20,667","21,666","21,795","23,966","24,296","28,955","29,537","43,407","30,514","81,833","19,383","67,431","17,154","34,911","16,840","28,639","14,488","25,756","5,735","14,960",86,"2,886",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,7호선,516,광명사거리,191,1,"21,097","4,828","27,737","11,296","71,465","14,248","84,188","24,383","44,256","21,848","27,971","19,373","25,577","21,227","27,319","22,673","26,786","24,028","25,010","24,696","24,698","29,432","27,590","35,215","30,582","47,548","30,042","77,879","20,650","62,103","16,178","34,912","12,441","30,210","8,905","24,762","3,291","14,775",59,"2,469",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,7호선,517,천왕,38,0,"6,117",929,"13,522","3,937","37,686","6,329","46,150","10,104","23,170","6,644","12,498","5,731","10,508","6,373","10,719","7,987","10,722","8,229","9,013","8,545","9,073","10,259","10,482","12,301","10,653","18,416","10,889","35,360","6,201","31,372","4,399","17,114","3,597","13,855","2,798","11,610",850,"7,484",25,"1,225",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,7호선,518,온수(성공회대입구),56,1,"7,060","1,039","13,874","3,831","42,237","7,701","50,224","11,995","21,140","6,540","11,072","5,197","9,470","5,335","9,751","6,219","9,069","6,929","7,862","7,355","7,997","9,239","10,091","11,316","10,864","17,411","10,900","36,116","5,646","30,994","4,222","16,489","3,552","14,473","2,655","12,427","1,062","8,738",14,"3,052",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,7호선,519,까치울,0,0,"3,654",863,"9,530","3,741","25,954","4,934","32,865","7,900","15,138","4,439","8,091","4,160","7,183","5,240","7,647","6,041","7,779","6,006","7,178","5,879","6,927","6,906","7,842","9,498","8,791","15,035","9,027","24,635","5,685","22,574","4,669","12,891","3,718","11,026","2,690","10,488",838,"5,690",0,8,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,7호선,520,부천종합운동장,23,0,"2,853",758,"5,076","2,492","14,061","4,699","16,565","10,305","8,002","3,833","4,758","2,805","4,416","2,315","4,342","2,461","3,986","2,984","3,470","2,996","3,632","3,350","4,403","3,914","6,235","6,070","8,597","10,889","4,128","9,500","2,516","5,857","2,128","4,797","1,368","4,148",529,"2,936",0,4,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,7호선,521,춘의,0,0,"4,364","1,370","8,310","5,305","20,167","23,611","21,510","43,831","11,740","14,800","7,979","6,909","7,563","5,632","7,692","6,013","7,689","6,567","7,455","6,132","7,863","6,632","9,514","7,442","22,343","10,271","35,899","17,555","13,855","15,805","9,087","10,367","7,326","9,073","4,062","7,255","1,175","5,218",0,17,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,7호선,522,신중동,4,0,"4,841","1,516","13,926","5,498","37,875","13,399","37,027","38,064","18,134","23,132","13,325","13,170","13,282","11,086","14,044","12,187","13,817","13,583","13,938","13,376","15,153","14,059","17,031","16,346","22,516","21,777","37,450","36,686","16,842","37,105","17,915","18,473","10,541","14,436","8,693","13,088","3,676","10,515",2,299,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,7호선,523,부천시청,12,3,"4,968","2,062","13,802","6,736","36,855","13,175","35,015","21,883","15,929","16,586","11,225","10,857","11,838","10,205","12,306","11,174","12,517","12,336","11,564","12,720","13,450","12,429","16,793","14,628","19,587","18,129","21,805","35,034","13,538","34,284","14,529","16,727","10,007","12,889","8,462","10,851","3,034","8,421",9,598,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,7호선,524,상동,4,0,"3,985","1,593","13,125","4,884","33,002","9,860","30,236","24,537","14,848","24,546","10,937","13,083","11,965","13,470","13,278","14,285","13,203","15,913","13,439","15,667","15,153","14,985","18,523","16,569","20,609","21,484","26,365","38,115","16,015","33,177","13,639","17,864","15,068","12,877","14,168","10,874","4,727","7,678",29,"1,102",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,7호선,525,삼산체육관,11,0,"2,341",214,"8,396",976,"19,549","2,209","18,019","4,538","8,150","2,588","5,294","2,209","5,456","2,558","4,989","3,197","4,626","3,439","4,359","3,501","4,173","4,300","4,757","5,050","4,559","7,609","4,572","15,307","2,644","13,413","1,790","8,188","1,574","6,478","1,127","5,764",548,"3,908",5,939,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,7호선,526,굴포천,4,0,"5,919",447,"13,096","3,049","30,570","4,425","30,585","9,846","15,969","7,289","9,498","5,988","9,150","6,099","9,367","7,111","8,919","8,336","8,429","8,477","8,124","9,139","8,906","11,313","9,990","16,919","11,753","31,354","6,867","31,123","5,168","17,860","5,226","13,929","4,118","11,792","2,027","6,992",44,"1,592",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,7호선,527,부평구청,46,0,"7,250",616,"18,954","4,759","53,623","8,489","44,378","11,294","20,399","5,568","11,415","4,714","10,328","5,225","10,652","5,795","9,852","6,845","8,573","7,199","8,575","8,227","9,373","10,406","13,448","15,141","13,293","30,044","7,707","33,582","5,715","18,977","4,869","15,088","3,651","13,571","1,184","8,631",2,"1,819",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,8호선,528,암사,31,0,"12,680",949,"22,189","5,374","67,202","7,631","86,472","15,541","42,815","12,365","22,536","10,064","19,478","11,605","20,304","13,145","19,352","14,441","17,182","15,231","15,913","20,201","16,674","23,744","18,467","34,637","19,855","62,632","12,036","49,576","8,883","27,697","7,337","26,059","5,384","21,686","1,964","13,501",1,"1,761",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,8호선,529,천호(풍납토성),16,0,"10,496","1,486","15,592","9,579","36,932","14,443","51,046","25,642","29,623","22,870","16,866","15,884","16,439","17,214","17,478","17,952","18,266","20,699","17,371","20,728","18,240","24,413","20,161","27,161","23,922","36,727","27,879","59,130","18,885","44,696","16,744","24,643","12,884","21,712","10,211","18,011","4,211","11,309",17,"1,837",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,8호선,530,강동구청,27,0,"4,059",952,"9,672","4,500","26,100","11,707","34,146","30,844","19,363","12,266","11,157","8,572","10,333","7,746","10,544","8,670","11,036","9,613","10,388","9,965","10,567","10,657","11,566","13,657","15,427","17,369","23,739","30,788","9,640","23,453","6,744","13,857","5,905","11,768","4,150","11,291","1,328","5,906",6,750,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,8호선,531,몽촌토성(평화의문),2,0,"1,384","1,002","2,919","5,127","7,986","7,961","11,515","20,520","7,184","11,639","4,528","5,423","4,494","5,071","5,170","5,229","5,111","5,667","5,455","5,062","5,995","5,209","8,133","5,762","11,754","7,492","17,369","11,599","7,789","8,961","5,227","5,645","5,346","4,548","3,813","4,328","1,815","2,296",1,217,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,8호선,532,잠실(송파구청),4,0,"1,261","1,779","3,446","8,668","7,230","23,805","10,872","62,462","8,286","36,421","7,406","19,126","9,786","22,200","11,471","21,868","13,867","24,480","16,994","21,068","21,489","22,783","25,994","21,033","36,483","24,921","54,445","31,095","32,410","18,520","28,209","9,564","24,379","6,832","19,178","4,993","5,928","3,077",1,464,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,8호선,533,석촌,0,0,"2,846",574,"4,563","3,343","13,572","6,490","19,895","19,015","11,089","14,454","7,757","9,435","7,881","8,831","8,698","9,757","9,080","10,136","8,429","10,347","8,947","10,556","10,117","12,412","12,226","15,374","17,052","23,770","9,583","17,116","7,473","9,959","7,647","8,612","6,604","6,909","2,304","4,913",8,565,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,8호선,534,송파,0,0,"2,458",603,"8,251","3,738","24,480","8,483","28,988","15,563","16,515","8,939","10,604","6,717","10,095","6,433","10,301","7,930","10,641","8,113","9,589","8,753","10,911","9,370","10,897","11,607","12,035","15,023","14,781","25,423","7,627","21,097","5,434","11,403","4,460","10,735","3,488","8,573","1,409","5,751",7,700,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,8호선,535,가락시장,9,0,"2,593","2,083","4,863","5,955","8,574","11,930","10,802","31,835","8,409","15,339","8,131","10,303","8,383","8,949","8,200","9,333","8,989","8,673","9,288","8,807","10,750","9,549","11,511","10,268","15,093","11,593","23,672","16,276","10,743","12,211","8,347","8,125","9,156","7,177","7,022","5,533","2,656","3,790",11,"1,770",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,8호선,536,문정,13,0,"2,014","2,479","5,828","9,319","18,256","37,342","25,788","140,056","16,054","67,924","11,803","21,798","12,902","15,180","14,353","13,159","16,296","16,111","18,534","13,760","21,322","15,422","23,950","14,980","54,179","19,268","106,411","26,267","38,965","21,376","23,834","12,733","21,260","10,064","15,561","9,106","4,277","5,474",1,82,0,0,0,0,0,0,2020-09-03 12:26:43
